nubKey,col_taxon_key,col_class_key,classKey
5420991,3WDCZ,628LH,257254001
2379105,46HS5,KTWM8,NA
8994150,48Y3T,K22,257254001
2379245,77Z2S,KTWM8,NA
7915783,6SK2H,K22,257254001
8153538,CDTRF,K22,257254001
8302634,48Y8G,K22,257254001
2382155,6XHMB,KTWM8,NA
7322292,48XRR,K22,257254001
2394486,3TG2F,KTWM8,NA
7322529,48Y6K,K22,257254001
7322393,48XXH,K22,257254001
7322373,48XXP,K22,257254001
2394563,4353G,KTWM8,NA
3667406,48XTN,K22,257254001
3667238,48Y3N,K22,257254001
3667721,6SJCT,K22,257254001
3667628,48Y2S,K22,257254001
4287131,9C4T,KTWM8,NA
3665817,48Y6L,K22,257254001
2402129,9C5J,KTWM8,NA
3664287,48XS6,K22,257254001
2402168,64KGJ,KTWM8,NA
3664589,48XYK,K22,257254001
3663772,48Y26,K22,257254001
3188830,48Y89,K22,257254001
3188838,48Y43,K22,257254001
3188859,48Y7Y,K22,257254001
3188867,48XXZ,K22,257254001
3188875,48Y65,K22,257254001
5202793,VRBD,KTWM8,NA
3188884,48Y2X,K22,257254001
3188924,48XQP,K22,257254001
3188894,48XVS,K22,257254001
2337607,6YPTG,KTWM8,NA
5202520,3PB88,KTWM8,NA
9188840,6G4VY,K22,257254001
2340977,CQKD,KTWM8,NA
2340989,CQKG,KTWM8,NA
3665966,6G52L,K22,257254001
3189073,6FSW6,K22,257254001
5204019,49JFF,KTWM8,NA
5204034,49JF8,KTWM8,NA
2351064,6B29W,KTWM8,NA
3152816,4JN3Q,6RKR,257254001
2351211,6B298,KTWM8,NA
2351136,YDB5,KTWM8,NA
2351413,3MSJL,KTWM8,NA
3152861,3VCGS,V5G9L,257254001
4409643,6Q3R5,KTWM8,NA
4286975,33HRJ,KTWM8,NA
4286942,68ZXN,KTWM8,NA
2366634,R32T,KTWM8,NA
2367033,KHGW,KTWM8,NA
7433196,3CGYG,6275L,257254001
2367742,4HWST,KTWM8,NA
2360504,5BFDX,KTWM8,NA
7102937,3CGXQ,6275L,257254001
2362881,723YJ,KTWM8,NA
3169120,3CGSK,6275L,257254001
2362868,4P9F3,KTWM8,NA
2362486,6N2TM,KTWM8,NA
2362473,6MR5M,KTWM8,NA
2362030,326B3,KTWM8,NA
5569367,6Y4HL,JMB,257254001
4363583,4RJGP,7NJW5,257253834
5189713,3ZQFW,7NVVQ,257253834
5410151,QBRK,V5BF3,257254001
5410210,QB9D,V5BF3,257254001
5409852,QB75,V5BF3,257254001
5777912,3VKPP,7NJHQ,257253834
5410826,5X8SY,V5BF3,257254001
5411392,QBFD,V5BF3,257254001
5410411,QBRH,V5BF3,257254001
5410480,5WWCN,V5BF3,257254001
5411408,QBG5,V5BF3,257254001
5411453,QBKK,V5BF3,257254001
5192470,S3TKT,7NL8Q,257253834
5192789,6BG8L,7NG9K,257253834
5409120,72LWC,V5FXY,257254001
5408775,72M6D,V5FXY,257254001
5408682,3VS4W,V5FXY,257254001
5408087,3VRNM,V5FXY,257254001
7540164,GMVT,7NVXY,257253834
5407810,57NP4,V5BF3,257254001
4562566,6595S,7NVXY,257253834
3167003,58VRK,V5BF3,257254001
3164340,4JPWP,V5BF3,257254001
8745918,34Y2F,7NVXY,257253834
5190777,6CN39,7NVXY,257253834
5386028,VK7D3,VK7CY,257254001
3138230,RH85,B3HBG,257254001
5189806,4HGZ8,7NVVQ,257253834
7505045,4Y7VD,J6T,257254001
4565039,3NBLH,7NVXY,257253834
7403263,3RTC5,JCD,257254001
4567717,5WLLD,7NVXY,257253834
7587923,3BSXK,J6T,257254001
2294277,565SR,7NVXY,257253834
7627205,6KGQP,J6T,257254001
4598226,54P2Q,7NVXY,257253834
2297108,43BW2,7NVXY,257253834
4564944,5CDFJ,7NVXY,257253834
8346536,4VDPT,J6T,257254001
4565134,SZLY,7NVXY,257253834
4565140,SZM4,7NVXY,257253834
8537667,5XZQC,JCD,257254001
2296805,7D89L,7NVXY,257253834
7066596,CX2Y4,J6T,257254001
9479629,7BNK7,84KJK,257253763
5391599,TKFW,J6T,257254001
9442679,N89F,84KJK,257253763
5392859,6DV7B,B3HBG,257254001
4410150,44984,84KJK,257253763
5392883,38K8R,B3HBG,257254001
5392683,6DV77,B3HBG,257254001
4410088,4R7MM,84KJK,257253763
5392270,V85B,JCD,257254001
5392243,V852,JCD,257254001
4410056,4ND44,84KJK,257253763
8323119,5MKXZ,J6T,257254001
5392145,LSH8,J6T,257254001
4812260,N6MX,84KJK,257253763
5392174,LS97,J6T,257254001
5391882,LSKW,J6T,257254001
2308574,N6WK,84KJK,257253763
4307880,4M4PT,84KJK,257253763
5392083,LS6G,J6T,257254001
5391810,LSMC,J6T,257254001
2308605,6VVPB,84KJK,257253763
5391845,68JBS,J6T,257254001
5389402,LS4K,J6T,257254001
2308541,72DF5,84KJK,257253763
5389173,555RG,J6T,257254001
5199161,6N2MZ,84P7R,257253743
5389058,4Y752,J6T,257254001
7009279,3S89N,84KR7,257253743
5389029,4Y76S,J6T,257254001
5389017,6Z4X2,J6T,257254001
5388967,4Y7HH,J6T,257254001
2327735,6HVS2,84KRW,257253743
9182765,PJC6,J6T,257254001
5391480,PJDZ,J6T,257254001
2321010,6R5XM,84PZG,257253743
2321012,6R69M,84PZG,257253743
5391292,S85X,J6T,257254001
5390636,YWY7,J6T,257254001
5390611,YWY3,J6T,257254001
5709400,99R39,JCD,257254001
4559541,4XJB8,7NM9Z,257253967
6443709,57WGC,JCD,257254001
5386938,57WKK,JCD,257254001
2286079,Z6ZW,7NGTP,257253967
5387817,B3GQN,J6T,257254001
7791733,44RHY,7NVY2,257253967
5388595,3QJG4,J6T,257254001
2287076,6S4TM,7NVY2,257253967
5387098,33YGC,J6T,257254001
2287072,37M79,7NVY2,257253967
8133114,HPKW,J6T,257254001
5387639,HPJZ,J6T,257254001
2288859,4PJQZ,7NVY2,257253967
2288847,55F29,7NVY2,257253967
5403743,4VSZD,JCD,257254001
5403742,4VSZC,JCD,257254001
5401239,3DXMB,J6T,257254001
8190231,5ZYZK,7NVY2,257253967
5401508,6F6S5,J6T,257254001
5189032,5ZYZX,7NVY2,257253967
5401760,65RYZ,J6T,257254001
5188971,4RF6D,7NVY2,257253967
5401877,3K4J8,J6T,257254001
2287615,4FDSH,7NVY2,257253967
5402363,6D847,J6T,257254001
5402627,6NBRK,J6T,257254001
2287668,3ZTFD,7NVY2,257253967
5402874,3CKJV,J6T,257254001
5393689,HT6K,J6T,257254001
2287249,39X2N,7NVY2,257253967
5395475,72983,J6T,257254001
5396474,B3GQQ,J6T,257254001
4556286,B8WFM,8FZBQ,257254039
5396551,5786X,J6T,257254001
2284443,QD4HF,8FZBP,257254039
5397564,5B4WX,7NM4T,257254001
5399550,4RYDQ,JCD,257254001
5400552,B3GPN,J6T,257254001
5401007,6Q3WX,J6T,257254001
7547256,6YRDJ,84K42,257254611
2220312,3KQ9P,CVHBS,257254611
2220347,6QDJL,CVHBS,257254611
7569785,3LS9F,JCD,257254001
4243464,3LTVB,JCD,257254001
2227663,4SBRY,B8WMW,257254611
7706146,99H7V,JCD,257254001
2224970,9GR49,9CK9N,257254611
5831060,5GP4Q,JCD,257254001
5403541,6BFPC,JCD,257254001
2226990,7W7FR,7NFK5,257254611
5403272,6BFKH,JCD,257254001
5403508,6BGX6,JCD,257254001
4245384,6BFC9,JCD,257254001
2227300,7WLRT,7NFK5,257254611
3148548,DCCR,J6T,257254001
3148589,DCBJ,J6T,257254001
3148560,DCCK,J6T,257254001
3147913,5B376,J6T,257254001
2225646,PQYN,B8WMW,257254611
4933624,6MVFS,J6T,257254001
2225776,3B3LX,B8WMW,257254611
3148340,3PT6J,J6T,257254001
4382841,3KP8C,B8WMW,257254611
3139003,3Z4JZ,J6T,257254001
2225772,L26KD,B8WMW,257254611
3138953,3Z4KC,J6T,257254001
3141046,69HXL,J6T,257254001
5177089,3QK5H,7NFPD,257254611
3140910,6QRP7,J6T,257254001
3138195,6HKK4,J6T,257254001
3138192,6HKJT,J6T,257254001
2203165,YC3C,C7W9X,257254611
2202786,7Q3FW,C7W9X,257254611
3137829,99NS3,B3HBG,257254001
2202641,4RPCX,C7W9X,257254611
3138327,RH96,B3HBG,257254001
3146219,6KSR7,J6T,257254001
2209044,45KK7,C7W9X,257254611
3145214,6YPNF,B3HBG,257254001
3141890,6C4GJ,J6T,257254001
2205951,BRFQY,7NFLW,257254611
2206086,84FL5,7NFLW,257254611
2204831,7B8KV,7NHYK,257254611
3141571,3XWKJ,B3HBG,257254001
3143034,37DTY,J6T,257254001
3142974,37DXR,J6T,257254001
4314683,5XQWG,7ZJK2,257254611
4314702,73P2T,7ZJK2,257254611
3129663,K79D,J6T,257254001
5178057,QSCF,7ZJK2,257254611
8018277,S76P,B3HBG,257254001
8305028,S779,B3HBG,257254001
5177825,6MW6C,7ZJJW,257254611
7223276,7JJNN,B3HBG,257254001
3129064,S6WZ,B3HBG,257254001
3129010,S6FZ,B3HBG,257254001
3128279,69GP6,B3HBG,257254001
3128228,69GBG,B3HBG,257254001
3128962,S6FY,B3HBG,257254001
4315760,6DVLX,7ZJK3,257254611
3128437,S6M4,B3HBG,257254001
3128007,S74W,B3HBG,257254001
3127837,S6Q2,B3HBG,257254001
3128166,S64P,B3HBG,257254001
3128091,S6YD,B3HBG,257254001
4315705,364SQ,7ZJK3,257254611
3127613,S75S,B3HBG,257254001
3127727,S7J3,B3HBG,257254001
3127691,S676,B3HBG,257254001
5864277,3F8K3,7ZJK3,257254611
4926336,66KW2,J6T,257254001
2219863,3F8M6,7ZJK3,257254611
3136929,DF4F,J6T,257254001
4416920,53ZXP,7ZJK3,257254611
3137629,6WV85,J6T,257254001
2217982,6BBNL,7ZJK3,257254611
3134867,RS37,JCD,257254001
3133702,652DT,J6T,257254001
2215949,3ZK3G,7ZJK4,257254611
3133887,CCRMT,J6T,257254001
3133938,YDRV,J6T,257254001
3133950,YDWG,J6T,257254001
3131367,3K74P,J6T,257254001
3131614,3K6TW,J6T,257254001
6128436,LCHP8,V5JF4,257254899
8298495,3F55T,J6T,257254001
3132570,3F55R,J6T,257254001
6467647,LCHLX,V5JF4,257254899
3122190,CKZP,B3HBG,257254001
4805564,LCHHJ,V5JF4,257254899
8042568,GVZ9,J6T,257254001
8195160,GWSL,J6T,257254001
8373355,GW2V,J6T,257254001
5166489,QJMBP,V5JF4,257254899
3121668,GW4B,J6T,257254001
3121581,GW9Y,J6T,257254001
3121562,GWWW,J6T,257254001
3121258,GWSX,J6T,257254001
3121226,GW56,J6T,257254001
3120950,GWL8,J6T,257254001
2115769,LSKVH,V5JF4,NA
3120713,GWW4,J6T,257254001
7222196,5FD9J,J6T,257254001
3120391,64GRK,J6T,257254001
3120284,64H5C,J6T,257254001
3120066,97LD,J6T,257254001
3120024,64H53,J6T,257254001
3147146,6GPVP,J6T,257254001
3147018,6GP4C,J6T,257254001
3147168,6GPZT,J6T,257254001
3146717,6GNL6,J6T,257254001
3146791,6GNBD,J6T,257254001
3146683,6GQ7L,J6T,257254001
3119285,6H23S,J6T,257254001
3126046,6H24F,J6T,257254001
3125944,79K4L,J6T,257254001
3125933,6XJTW,J6T,257254001
3125901,6YNS3,J6T,257254001
2162464,7DTHG,CVV6T,257254767
3125765,537NP,J6T,257254001
2162525,6SHSL,CVGFK,257254767
2162537,48V3J,CVGFK,257254767
9321334,4HV4N,JCD,257254001
2161710,6LRWW,CV62R,257254767
8288930,4HV3W,JCD,257254001
2162049,74KDF,CVH8T,257254767
2161911,CVG4P,CVG4P,257254767
2161467,CTTYH,CTTYH,257254767
3123300,6VJYF,JCD,257254001
3123663,77K6R,JCD,257254001
7652364,CVD64,CVD64,257254767
3122924,77JWC,JCD,257254001
3123249,4HV7H,JCD,257254001
2158821,46SPB,CVCN4,257254767
3122323,47V59,B3HBG,257254001
2177741,3JVJ5,CV4LM,257254767
3089146,5C4YJ,J6T,257254001
2176858,4G4SW,CVLX7,257254767
3089150,5C4YT,J6T,257254001
2176168,CVLVZ,CVLVZ,257254767
3089154,7G6SB,J6T,257254001
2174528,4TZR5,CVNF9,257254767
3086784,764TB,J6T,257254001
2172282,76C8P,CVKLJ,257254767
2172885,3DGWX,CV6GV,257254767
7749287,4FCYP,J6T,257254001
2171214,4KFLR,CVK87,257254767
3088310,4FCZN,J6T,257254001
3088282,4FD29,J6T,257254001
2172103,6LL4T,CV5WW,257254767
3114986,GBR4,7NM4T,257254001
2169430,3WXL8,CV9SJ,257254767
3115131,4XJ8Q,J6T,257254001
2164194,TTBQ,CTXBD,257254767
6718178,6BJSQ,CTXTC,257254767
4550810,ZTHK,CTXTC,257254767
3118526,54NBZ,J6T,257254001
3118430,7BJ6P,J6T,257254001
3118254,54N6D,J6T,257254001
2157984,478W5,CVDW7,257254767
3118216,54N7L,J6T,257254001
2155807,3D5JW,CV573,257254767
9206251,3K5TS,J6T,257254001
2155867,WZJK,CTW5Z,257254767
3119225,6LHPB,J6T,257254001
2157203,4ZMQV,CVQM3,257254767
2157278,4ZMR4,CVQM3,257254767
3119219,3K626,J6T,257254001
3119191,3K5VF,J6T,257254001
2157245,4ZMPJ,CVQM3,257254767
3119185,3K5VG,J6T,257254001
3119181,3K5XG,J6T,257254001
3119175,3K63N,J6T,257254001
2157335,3J7B9,CV66L,257254767
3113637,VJCQ,B3HBG,257254001
3113745,VHZF,B3HBG,257254001
2157949,3SLWQ,CV7MC,257254767
3112994,7V77Y,B3HBG,257254001
2157928,6P4KD,CV7MC,257254767
2157944,3SLWC,CV7MC,257254767
2157942,3SLWF,CV7MC,257254767
3113852,3HMY7,7NM4T,257254001
2153287,7GH4Q,CVVM4,257254767
4255472,4TM9R,J6T,257254001
3114229,799R2,J6T,257254001
2153712,3H7H8,CV6VV,257254767
3114225,4TMB7,J6T,257254001
2153759,4GRL6,CVJVZ,257254767
2153791,TDGX,CTVYF,257254767
3114343,J9TT,J6T,257254001
2155557,6YDR2,CVQ6L,257254767
9448191,5G7Y7,B3HBG,257254001
4210773,R77T,B3HBG,257254001
2149679,3M8SP,CV8WJ,257254767
3114667,R73N,B3HBG,257254001
2149847,4YKCT,CVPVF,257254767
3114679,68ZGJ,B3HBG,257254001
2149761,43384,CVDCC,257254767
3114643,R6M5,B3HBG,257254001
2150043,ZMLK,CTXF9,257254767
8002952,5TZQZ,J6T,257254001
2149992,6VBL7,CVJGK,257254767
2150089,5VSKV,CTQ9S,257254767
3110686,CPQ6,J6T,257254001
3110588,CPQH,J6T,257254001
5170395,4GQ5X,CVJNH,257254767
2152822,4GQ68,CVJNH,257254767
3110293,3DRCK,J6T,257254001
3110767,VN88,J6T,257254001
2140406,58583,CVSVJ,257254767
8542672,YYM5,J6T,257254001
5168461,6H29N,CV2QJ,257254767
3112123,YYLZ,J6T,257254001
3112110,YYML,J6T,257254001
2138649,3ZV8J,CVDD7,257254767
3112098,YYRY,J6T,257254001
3112364,6C6PZ,B3HBG,257254001
3112361,9BBBS,B3HBG,257254001
2141241,PV44,CTV7Q,257254767
3104491,5W35J,J6T,257254001
2142456,7DFQL,CVTL7,257254767
2148040,5644S,CVRQ6,257254767
2145078,6R3W6,CVBSV,257254767
3104314,728LS,J6T,257254001
7903764,6YGYY,J6T,257254001
6063730,4WNPH,J6T,257254001
3109086,6YGST,J6T,257254001
7481364,6JRYD,BXWD9,257254066
3109117,4WN92,J6T,257254001
4487282,6JRXD,BXWD9,257254066
3107896,4WKVP,J6T,257254001
3107177,4WMPL,J6T,257254001
4487370,59CGM,BXWD9,257254066
3105768,6YV37,JCD,257254001
4486365,VF9VR,BXWDD,257254066
5879783,94B55,B3FTD,257254066
3110041,CYV3,J6T,257254001
4532122,ZXL8,8MQ,257254066
3102871,5CCKX,J6T,257254001
5108665,PVSY,CQPF8,257254066
3103180,3F8PF,J6T,257254001
3103082,3F8QY,J6T,257254001
1932752,P77K,C98,257254066
3102823,67BJH,J6T,257254001
1941864,6TW2L,KZS5R,257254066
3104078,3L7BS,J6T,257254001
5104748,698MK,8V4GK,257254066
1749449,698MR,8V4GK,257254066
3104150,58YGL,J6T,257254001
1651430,89W76,V997Q,257254066
1652212,657NL,V997Q,257254066
3103791,736RP,J6T,257254001
1652150,657NB,V997Q,257254066
3098951,6B7BM,J6T,257254001
3098912,6B7N7,J6T,257254001
1650106,66W8Q,CNBL2,257254066
3096529,6R75N,J6T,257254001
3098176,Q4CH,J6T,257254001
3098183,Q4CL,J6T,257254001
3098186,Q4C9,J6T,257254001
1718308,96XX,8NKFV,257254066
3100968,4NXG7,J6T,257254001
3101193,36ZJ7,J6T,257254001
3101184,36ZJB,J6T,257254001
1719204,3HG7L,8NKFV,257254066
3100375,922T,J6T,257254001
3093891,3NTNS,JCD,257254001
1713034,3HGL5,8NKFV,257254066
1722140,6H8W8,8NKFV,257254066
3092946,PTRG,J6T,257254001
3092782,3DCYS,J6T,257254001
1722299,3HG6Y,8NKFV,257254066
3092604,6Q74Q,J6T,257254001
1702101,DBTY,8NKFS,257254066
4423428,5CRHT,8NKFY,257254066
1690429,3YLJ2,8NKFY,257254066
3094939,49LKF,B3HBG,257254001
3094899,6SMHT,B3HBG,257254001
9202318,53Q87,J6T,257254001
6931186,QSRDG,DC2,257254066
7832723,53Q88,J6T,257254001
3151618,53Q8K,J6T,257254001
3151558,53Q8L,J6T,257254001
3151692,53Q74,J6T,257254001
1421105,TFFSD,PR8KP,257254066
3151666,53Q9B,J6T,257254001
3151755,53Q8Y,J6T,257254001
1421095,N4X6X,PR8KP,257254066
3151811,7B6K2,J6T,257254001
3094253,53Q9R,J6T,257254001
8584304,3HLGN,J6T,257254001
3088652,3HLH4,J6T,257254001
1423286,3Q6GT,V58WK,257254066
7497356,54JT5,J6T,257254001
3088481,7BHRG,J6T,257254001
3088488,54JQL,J6T,257254001
1422818,4NJD7,V58WK,257254066
3088405,6Q3W7,J6T,257254001
3092576,6YQLT,J6T,257254001
3092125,N37,J6T,257254001
5386764,9FBD,J6T,257254001
1420197,BQQ5,K59,257254066
8351995,6JKTR,KFD,257254066
1420857,4DTYL,K3C,257254066
3090783,77WVM,JCD,257254001
1420846,38LCG,KFD,257254066
1420769,67Y97,KFD,257254066
1420791,727KP,JFB,257254066
5372392,5BM7B,KHJ,257254001
1420795,3KC7Y,K3C,257254066
1420828,3KXWK,K3C,257254066
1420829,3KXWP,K3C,257254066
3039209,6TSTD,KHJ,257254001
1420612,4VN3Q,KFD,257254066
3039194,4DTTQ,KHJ,257254001
1420765,69NZF,KFD,257254066
1419894,3BNX9,8N7WN,257254066
3033077,JPKH,8VVC7,257254001
8599762,LM2TS,5QG,257254066
3039046,3DVXK,B7XD4,257254001
3036033,3JZ43,B7XD4,257254001
5041466,4V4RF,KZMNP,257254066
3037015,G4RP,B7XD4,257254001
3036958,G4X9,B7XD4,257254001
1311477,7G3C6,KZMNP,257254066
3036892,G4SD,B7XD4,257254001
7664179,CMYDQ,KZMNP,257254066
7358948,CM46N,KZMNP,257254066
8364220,57FPX,J5W,257254001
1325561,4DGDP,KZMNP,257254066
6026665,57FNT,J5W,257254001
8455382,VMT4Q,VMT4Q,257254066
6027089,4XY82,J5W,257254001
1326634,3NY46,KZMNP,257254066
1320777,6VMQV,KZMNP,257254066
7466434,5K8TM,J5W,257254001
7224157,5K8TJ,J5W,257254001
1322674,4FY76,KZMNP,257254066
1321805,4FY8B,KZMNP,257254066
8080300,4HWV3,J5W,257254001
1323402,55PJJ,KZMNP,257254066
1316805,54T6X,KZMNP,257254066
5538946,4HX63,J5W,257254001
1314773,4488W,KZMNP,257254066
1319260,55RN6,KZMNP,257254066
5538108,3PKSZ,J5W,257254001
1316908,3V2M8,KZMNP,257254066
5371870,68JDM,J5W,257254001
5371889,48X9X,J5W,257254001
7572133,66WKJ,KZYT4,257254066
5371808,DYRP,J5W,257254001
7987143,678KF,KZYT4,257254066
5371772,6Q6ZC,J5W,257254001
4453195,M3X9T,KZYT4,257254066
5371746,5VHVT,J5W,257254001
1043978,T4SCB,KZYT4,257254066
6027313,34BBK,J5W,257254001
6027382,6CG52,J5W,257254001
3641853,6CG69,J5W,257254001
4989894,PRS7C,KZYT4,257254066
4989904,PNVYQ,KZYT4,257254066
6026954,6Y3WP,J5W,257254001
4990176,CGBBN,KZYT4,257254066
6308164,5L2TM,J5W,257254001
1043717,N22SV,KZYT4,257254066
3637507,6Y3WJ,J5W,257254001
3637112,6XRWL,J5W,257254001
3633319,57FF5,J5W,257254001
3034922,6JBPX,J5W,257254001
4271356,5HNL5,J5W,257254001
4400961,KBVM,BXV97,257254066
3034825,6LS3M,J5W,257254001
4987920,7D538,8NHTS,257254066
3034681,45DGC,J5W,257254001
1032377,3MMSZ,BW9TV,257254066
1032262,39QXX,BW9TV,257254066
3034915,J3K6,7NDYX,257254001
3034871,6B3DT,J5W,257254001
4401285,37FNT,8N7WR,257254066
1031742,37FNR,8N7WR,257254066
1031743,6DJ67,8N7WR,257254066
7318448,8532L,7NDYX,257254001
1031737,6WJML,8N7WR,257254066
3631129,6H4DP,7NDYX,257254001
1031564,4PLD4,8MP9F,257254066
3034393,3BB2Y,7NDYX,257254001
1031684,6PC3J,8MP9F,257254066
1031685,6PC3K,8MP9F,257254066
5831906,NVPJ,J5W,257254001
1031677,7D823,8MP9F,257254066
6026972,5WTPJ,J5W,257254001
3639326,NVN4,J5W,257254001
1031680,SZMR,8MP9F,257254066
3638793,NVPD,J5W,257254001
3034552,NVTJ,J5W,257254001
3034558,NVWX,J5W,257254001
1031512,3VB7Q,BXV7J,257254066
1031520,3VB7K,BXV7J,257254066
3034182,CT9Z,J5W,257254001
1031524,72JQX,BXV7J,257254066
1031394,6DY5G,8MP9J,257254066
3034646,DY93,J5W,257254001
1031400,38R33,8MP9J,257254066
3642339,69MHV,J5W,257254001
3642531,5XMGH,J5W,257254001
3034653,69MHZ,J5W,257254001
1013526,3338M,7ZFKH,257254728
7978544,6MJYZ,JQ7,257254001
3034602,3N6SV,JQ7,257254001
1010644,3JJYW,3JJYW,257254907
3034015,3SN47,KVFHQ,257254001
3034046,4F97T,KVN55,257254001
8060423,SSJZ,3KYZ,257254001
5361762,458ZB,5WJZ,257254001
5361785,458YG,5WJZ,257254001
3152824,6QJRL,5FBY,257254001
3083486,6TKNH,6C8P,257254001
3083488,4BYC9,6C8P,257254001
5567657,5WK3T,KV8QL,257254001
5567694,LKQK,KV8QL,257254001
5371610,7BYQC,KVCDT,257254001
5371605,7CFGT,KVCDT,257254001
7339492,6X8TL,KV8QL,257254001
3754587,798TL,KV8QL,257254001
7544073,SSGFL,KVSRN,257254001
8223023,6Y34K,KVSRN,257254001
7339396,6Y38M,KVSRN,257254001
3754353,6XSPP,KVSRN,257254001
3753098,6XQQZ,KVSRN,257254001
3032611,6CCGT,KV8QL,257254001
3032698,55725,KVCDT,257254001
3032653,3LFS2,KVCDT,257254001
7334263,Z77B,626TX,257254001
7334368,7DGHH,KBM,257254001
5690287,4W93H,KBM,257254001
7172720,4W96K,KBM,257254001
5361982,4W9DP,KBM,257254001
5362004,4W9WD,KBM,257254001
4201607,4FXQ2,KBM,257254001
7334631,3NGRP,KBM,257254001
2985863,3NGSC,KBM,257254001
2985944,3QYGT,KV678,257254001
8091002,D2PNQ,KBM,257254001
7334576,4WJ5H,KBM,257254001
2985949,4WJ47,KBM,257254001
2986129,78VDD,79VF,257254001
