gbifID,year,individualCount,lifeStage,eventID,locationID,NISCODE,gemeente,provincie,verbatimLocality,locality,n_fuiken,gewest
55,2023,0,adult,01-06-2023_nijlen b5,02d79285-1ed2-44b9-84d5-96cd0b55f479,12026,Nijlen,Antwerpen,nijlen b5,nijlen b5,1,flanders
56,2023,0,juvenile,01-06-2023_nijlen b5,02d79285-1ed2-44b9-84d5-96cd0b55f479,12026,Nijlen,Antwerpen,nijlen b5,nijlen b5,1,flanders
57,2023,0,larvae,01-06-2023_nijlen b5,02d79285-1ed2-44b9-84d5-96cd0b55f479,12026,Nijlen,Antwerpen,nijlen b5,nijlen b5,1,flanders
58,2023,0,adult,01-06-2023_nijlen b6,7bfeea33-87a3-4896-b2e4-a2f6b8d951a9,12026,Nijlen,Antwerpen,nijlen b6,nijlen b6,1,flanders
59,2023,0,juvenile,01-06-2023_nijlen b6,7bfeea33-87a3-4896-b2e4-a2f6b8d951a9,12026,Nijlen,Antwerpen,nijlen b6,nijlen b6,1,flanders
60,2023,7,larvae,01-06-2023_nijlen b6,7bfeea33-87a3-4896-b2e4-a2f6b8d951a9,12026,Nijlen,Antwerpen,nijlen b6,nijlen b6,1,flanders
61,2023,0,adult,01-06-2023_nijlen b7,d7c1cfe1-7c93-4c4a-82b1-65d0f9c0cd19,12026,Nijlen,Antwerpen,nijlen b7,nijlen b7,1,flanders
62,2023,0,juvenile,01-06-2023_nijlen b7,d7c1cfe1-7c93-4c4a-82b1-65d0f9c0cd19,12026,Nijlen,Antwerpen,nijlen b7,nijlen b7,1,flanders
63,2023,0,larvae,01-06-2023_nijlen b7,d7c1cfe1-7c93-4c4a-82b1-65d0f9c0cd19,12026,Nijlen,Antwerpen,nijlen b7,nijlen b7,1,flanders
64,2023,0,adult,01-06-2023_nijlen b9,abd1f412-8e63-4eae-bf83-afa3f0d03b33,12026,Nijlen,Antwerpen,nijlen b9,nijlen b9,1,flanders
65,2023,0,juvenile,01-06-2023_nijlen b9,abd1f412-8e63-4eae-bf83-afa3f0d03b33,12026,Nijlen,Antwerpen,nijlen b9,nijlen b9,1,flanders
66,2023,0,larvae,01-06-2023_nijlen b9,abd1f412-8e63-4eae-bf83-afa3f0d03b33,12026,Nijlen,Antwerpen,nijlen b9,nijlen b9,1,flanders
67,2023,0,adult,01-06-2023_scheps 1,99b57d68-38ec-4f35-8d21-edaa375cf288,13003,Balen,Antwerpen,scheps 1,scheps 1,2,flanders
68,2023,0,juvenile,01-06-2023_scheps 1,99b57d68-38ec-4f35-8d21-edaa375cf288,13003,Balen,Antwerpen,scheps 1,scheps 1,2,flanders
69,2023,0,larvae,01-06-2023_scheps 1,99b57d68-38ec-4f35-8d21-edaa375cf288,13003,Balen,Antwerpen,scheps 1,scheps 1,2,flanders
70,2023,1,adult,01-06-2023_scheps 20,03167d3d-4f00-42b8-b8be-fbe739205a3c,13003,Balen,Antwerpen,scheps 20,scheps 20,3,flanders
71,2023,0,juvenile,01-06-2023_scheps 20,03167d3d-4f00-42b8-b8be-fbe739205a3c,13003,Balen,Antwerpen,scheps 20,scheps 20,3,flanders
72,2023,121,larvae,01-06-2023_scheps 20,03167d3d-4f00-42b8-b8be-fbe739205a3c,13003,Balen,Antwerpen,scheps 20,scheps 20,3,flanders
73,2023,0,adult,01-06-2023_scheps 40,F839D846-F59A-4D49-AE3A-724B06CE89E4,13003,Balen,Antwerpen,scheps 40,scheps 40,8,flanders
74,2023,0,juvenile,01-06-2023_scheps 40,F839D846-F59A-4D49-AE3A-724B06CE89E4,13003,Balen,Antwerpen,scheps 40,scheps 40,8,flanders
75,2023,0,larvae,01-06-2023_scheps 40,F839D846-F59A-4D49-AE3A-724B06CE89E4,13003,Balen,Antwerpen,scheps 40,scheps 40,8,flanders
76,2025,1,adult,01-06-2025_bel 2,066E97A4-D3EC-4D17-A8B9-6CD1D3C48F5E,13008,Geel,Antwerpen,bel 2,bel 2,19,flanders
77,2025,35,juvenile,01-06-2025_bel 2,066E97A4-D3EC-4D17-A8B9-6CD1D3C48F5E,13008,Geel,Antwerpen,bel 2,bel 2,19,flanders
78,2025,322,larvae,01-06-2025_bel 2,066E97A4-D3EC-4D17-A8B9-6CD1D3C48F5E,13008,Geel,Antwerpen,bel 2,bel 2,19,flanders
79,2025,0,adult,01-06-2025_bel 3,9D556E3D-7FCB-47FB-B5F4-40E66889C484,13025,Mol,Antwerpen,bel 3,bel 3,4,flanders
80,2025,3,juvenile,01-06-2025_bel 3,9D556E3D-7FCB-47FB-B5F4-40E66889C484,13025,Mol,Antwerpen,bel 3,bel 3,4,flanders
81,2025,119,larvae,01-06-2025_bel 3,9D556E3D-7FCB-47FB-B5F4-40E66889C484,13025,Mol,Antwerpen,bel 3,bel 3,4,flanders
82,2025,2,adult,01-06-2025_scheps 38,06E7D771-6B28-4F7B-A26F-7AC3A8C7A4DE,13021,Meerhout,Antwerpen,scheps 38,scheps 38,6,flanders
83,2025,2,juvenile,01-06-2025_scheps 38,06E7D771-6B28-4F7B-A26F-7AC3A8C7A4DE,13021,Meerhout,Antwerpen,scheps 38,scheps 38,6,flanders
84,2025,204,larvae,01-06-2025_scheps 38,06E7D771-6B28-4F7B-A26F-7AC3A8C7A4DE,13021,Meerhout,Antwerpen,scheps 38,scheps 38,6,flanders
85,2020,2,adult,01-07-2020_laakdal 3,d415562e-8a6a-4234-9bc8-23cd09f85748,13053,Laakdal,Antwerpen,laakdal 3,laakdal 3,5,flanders
86,2020,7,juvenile,01-07-2020_laakdal 3,d415562e-8a6a-4234-9bc8-23cd09f85748,13053,Laakdal,Antwerpen,laakdal 3,laakdal 3,5,flanders
87,2020,0,larvae,01-07-2020_laakdal 3,d415562e-8a6a-4234-9bc8-23cd09f85748,13053,Laakdal,Antwerpen,laakdal 3,laakdal 3,5,flanders
88,2020,0,adult,01-07-2020_laakdal 9,cffd6091-a7ba-42fa-a5fb-975e7ab483d1,13053,Laakdal,Antwerpen,laakdal 9,laakdal 9,4,flanders
89,2020,54,juvenile,01-07-2020_laakdal 9,cffd6091-a7ba-42fa-a5fb-975e7ab483d1,13053,Laakdal,Antwerpen,laakdal 9,laakdal 9,4,flanders
90,2020,0,larvae,01-07-2020_laakdal 9,cffd6091-a7ba-42fa-a5fb-975e7ab483d1,13053,Laakdal,Antwerpen,laakdal 9,laakdal 9,4,flanders
91,2021,0,adult,01-07-2021_antgee0519,9346CD5F-148C-4EF0-82F4-BF9C375A76B9,13008,Geel,Antwerpen,antgee0519,antgee0519,5,flanders
92,2021,0,juvenile,01-07-2021_antgee0519,9346CD5F-148C-4EF0-82F4-BF9C375A76B9,13008,Geel,Antwerpen,antgee0519,antgee0519,5,flanders
93,2021,665,larvae,01-07-2021_antgee0519,9346CD5F-148C-4EF0-82F4-BF9C375A76B9,13008,Geel,Antwerpen,antgee0519,antgee0519,5,flanders
94,2021,0,adult,01-07-2021_laakdal 40,34C31F9E-FA3D-45E3-8863-C13CD55F42EA,13053,Laakdal,Antwerpen,laakdal 40,laakdal 40,16,flanders
95,2021,0,juvenile,01-07-2021_laakdal 40,34C31F9E-FA3D-45E3-8863-C13CD55F42EA,13053,Laakdal,Antwerpen,laakdal 40,laakdal 40,16,flanders
96,2021,3,larvae,01-07-2021_laakdal 40,34C31F9E-FA3D-45E3-8863-C13CD55F42EA,13053,Laakdal,Antwerpen,laakdal 40,laakdal 40,16,flanders
97,2021,0,adult,01-07-2021_nijlen l9,f5fae4b8-8b29-46d6-9d83-8dcf2a965cb8,12021,Lier,Antwerpen,nijlen l9,nijlen l9,11,flanders
98,2021,0,juvenile,01-07-2021_nijlen l9,f5fae4b8-8b29-46d6-9d83-8dcf2a965cb8,12021,Lier,Antwerpen,nijlen l9,nijlen l9,11,flanders
99,2021,0,larvae,01-07-2021_nijlen l9,f5fae4b8-8b29-46d6-9d83-8dcf2a965cb8,12021,Lier,Antwerpen,nijlen l9,nijlen l9,11,flanders
100,2022,0,adult,01-07-2022_herselt 1,5AB89730-1687-4EC6-9E34-D6A23787BF75,13013,Herselt,Antwerpen,herselt 1,herselt 1,2,flanders
101,2022,0,juvenile,01-07-2022_herselt 1,5AB89730-1687-4EC6-9E34-D6A23787BF75,13013,Herselt,Antwerpen,herselt 1,herselt 1,2,flanders
102,2022,2,larvae,01-07-2022_herselt 1,5AB89730-1687-4EC6-9E34-D6A23787BF75,13013,Herselt,Antwerpen,herselt 1,herselt 1,2,flanders
103,2022,0,adult,01-07-2022_herselt 2,AAE5A83A-6590-4F17-AF25-0CAAC262AAB9,13013,Herselt,Antwerpen,herselt 2,herselt 2,2,flanders
104,2022,0,juvenile,01-07-2022_herselt 2,AAE5A83A-6590-4F17-AF25-0CAAC262AAB9,13013,Herselt,Antwerpen,herselt 2,herselt 2,2,flanders
105,2022,18,larvae,01-07-2022_herselt 2,AAE5A83A-6590-4F17-AF25-0CAAC262AAB9,13013,Herselt,Antwerpen,herselt 2,herselt 2,2,flanders
106,2022,0,adult,01-07-2022_herselt 8,3D6D580A-AB46-401F-8ABF-43001E535D3F,13013,Herselt,Antwerpen,herselt 8,herselt 8,17,flanders
107,2022,2,juvenile,01-07-2022_herselt 8,3D6D580A-AB46-401F-8ABF-43001E535D3F,13013,Herselt,Antwerpen,herselt 8,herselt 8,17,flanders
108,2022,168,larvae,01-07-2022_herselt 8,3D6D580A-AB46-401F-8ABF-43001E535D3F,13013,Herselt,Antwerpen,herselt 8,herselt 8,17,flanders
109,2022,0,adult,01-07-2022_laakdal 37,835E903F-A579-4355-8AB0-7D70249F0B89,13053,Laakdal,Antwerpen,laakdal 37,laakdal 37,10,flanders
110,2022,0,juvenile,01-07-2022_laakdal 37,835E903F-A579-4355-8AB0-7D70249F0B89,13053,Laakdal,Antwerpen,laakdal 37,laakdal 37,10,flanders
111,2022,12,larvae,01-07-2022_laakdal 37,835E903F-A579-4355-8AB0-7D70249F0B89,13053,Laakdal,Antwerpen,laakdal 37,laakdal 37,10,flanders
112,2022,0,adult,01-07-2022_roost 38,B67850BE-C1FF-4995-9CF3-73B5E4F09B31,13053,Laakdal,Antwerpen,roost 38,roost 38,9,flanders
113,2022,0,juvenile,01-07-2022_roost 38,B67850BE-C1FF-4995-9CF3-73B5E4F09B31,13053,Laakdal,Antwerpen,roost 38,roost 38,9,flanders
114,2022,164,larvae,01-07-2022_roost 38,B67850BE-C1FF-4995-9CF3-73B5E4F09B31,13053,Laakdal,Antwerpen,roost 38,roost 38,9,flanders
115,2025,0,adult,01-07-2025_anthei 0647,409E6558-5B68-4E45-AABC-50F507EF4595,12014,Heist-Op-Den-Berg,Antwerpen,anthei 0647,anthei 0647,13,flanders
116,2025,88,juvenile,01-07-2025_anthei 0647,409E6558-5B68-4E45-AABC-50F507EF4595,12014,Heist-Op-Den-Berg,Antwerpen,anthei 0647,anthei 0647,13,flanders
117,2025,4448,larvae,01-07-2025_anthei 0647,409E6558-5B68-4E45-AABC-50F507EF4595,12014,Heist-Op-Den-Berg,Antwerpen,anthei 0647,anthei 0647,13,flanders
118,2025,1,adult,01-07-2025_antlkd 301,14D1A8D1-8B52-4AC2-A3CE-8D419E44B1E6,13053,Laakdal,Antwerpen,antlkd 301,antlkd 301,5,flanders
119,2025,0,juvenile,01-07-2025_antlkd 301,14D1A8D1-8B52-4AC2-A3CE-8D419E44B1E6,13053,Laakdal,Antwerpen,antlkd 301,antlkd 301,5,flanders
120,2025,0,larvae,01-07-2025_antlkd 301,14D1A8D1-8B52-4AC2-A3CE-8D419E44B1E6,13053,Laakdal,Antwerpen,antlkd 301,antlkd 301,5,flanders
121,2025,2,adult,01-07-2025_bergebeek 5,D86F0049-5884-4570-BBEB-06BF1986CAC2,12014,Heist-Op-Den-Berg,Antwerpen,bergebeek 5,bergebeek 5,6,flanders
122,2025,9,juvenile,01-07-2025_bergebeek 5,D86F0049-5884-4570-BBEB-06BF1986CAC2,12014,Heist-Op-Den-Berg,Antwerpen,bergebeek 5,bergebeek 5,6,flanders
123,2025,4341,larvae,01-07-2025_bergebeek 5,D86F0049-5884-4570-BBEB-06BF1986CAC2,12014,Heist-Op-Den-Berg,Antwerpen,bergebeek 5,bergebeek 5,6,flanders
124,2025,3,adult,01-07-2025_laakdal 16a,6390430e-5452-4bf9-9f99-97ad75bacf11,13053,Laakdal,Antwerpen,laakdal 16a,laakdal 16a,7,flanders
125,2025,0,juvenile,01-07-2025_laakdal 16a,6390430e-5452-4bf9-9f99-97ad75bacf11,13053,Laakdal,Antwerpen,laakdal 16a,laakdal 16a,7,flanders
126,2025,0,larvae,01-07-2025_laakdal 16a,6390430e-5452-4bf9-9f99-97ad75bacf11,13053,Laakdal,Antwerpen,laakdal 16a,laakdal 16a,7,flanders
127,2025,1,adult,01-07-2025_laakdal 29a,de83344d-e0f9-4f55-a1a8-78276efef1a7,13053,Laakdal,Antwerpen,laakdal 29a,laakdal 29a,5,flanders
128,2025,0,juvenile,01-07-2025_laakdal 29a,de83344d-e0f9-4f55-a1a8-78276efef1a7,13053,Laakdal,Antwerpen,laakdal 29a,laakdal 29a,5,flanders
129,2025,0,larvae,01-07-2025_laakdal 29a,de83344d-e0f9-4f55-a1a8-78276efef1a7,13053,Laakdal,Antwerpen,laakdal 29a,laakdal 29a,5,flanders
130,2025,2,adult,01-07-2025_laakdal 30c,e8165c62-451a-4d96-882f-468098023cc4,13053,Laakdal,Antwerpen,laakdal 30c,laakdal 30c,5,flanders
131,2025,0,juvenile,01-07-2025_laakdal 30c,e8165c62-451a-4d96-882f-468098023cc4,13053,Laakdal,Antwerpen,laakdal 30c,laakdal 30c,5,flanders
132,2025,0,larvae,01-07-2025_laakdal 30c,e8165c62-451a-4d96-882f-468098023cc4,13053,Laakdal,Antwerpen,laakdal 30c,laakdal 30c,5,flanders
133,2025,0,adult,01-07-2025_laakdal 42,CFE5F760-038E-4AFA-A19C-F41167BA5C06,13053,Laakdal,Antwerpen,laakdal 42,laakdal 42,7,flanders
134,2025,1,juvenile,01-07-2025_laakdal 42,CFE5F760-038E-4AFA-A19C-F41167BA5C06,13053,Laakdal,Antwerpen,laakdal 42,laakdal 42,7,flanders
135,2025,87,larvae,01-07-2025_laakdal 42,CFE5F760-038E-4AFA-A19C-F41167BA5C06,13053,Laakdal,Antwerpen,laakdal 42,laakdal 42,7,flanders
136,2013,1,adult,01-08-2013_arendonk 4,a7a15699-ae79-44ec-9f82-08ee0158e31d,13001,Arendonk,Antwerpen,NA,NA,5,flanders
137,2013,0,juvenile,01-08-2013_arendonk 4,a7a15699-ae79-44ec-9f82-08ee0158e31d,13001,Arendonk,Antwerpen,NA,NA,5,flanders
138,2013,19,larvae,01-08-2013_arendonk 4,a7a15699-ae79-44ec-9f82-08ee0158e31d,13001,Arendonk,Antwerpen,NA,NA,5,flanders
139,2013,2,adult,01-08-2013_bospoel,bf074168-c09d-40a9-b321-59ce253aa461,13014,Hoogstraten,Antwerpen,NA,NA,4,flanders
140,2013,0,juvenile,01-08-2013_bospoel,bf074168-c09d-40a9-b321-59ce253aa461,13014,Hoogstraten,Antwerpen,NA,NA,4,flanders
141,2013,0,larvae,01-08-2013_bospoel,bf074168-c09d-40a9-b321-59ce253aa461,13014,Hoogstraten,Antwerpen,NA,NA,4,flanders
142,2016,2,adult,01-08-2016_nijlen b12,c4835169-0734-46cd-a891-d49de970ef45,12026,Nijlen,Antwerpen,NA,NA,1,flanders
143,2016,0,juvenile,01-08-2016_nijlen b12,c4835169-0734-46cd-a891-d49de970ef45,12026,Nijlen,Antwerpen,NA,NA,1,flanders
144,2016,0,larvae,01-08-2016_nijlen b12,c4835169-0734-46cd-a891-d49de970ef45,12026,Nijlen,Antwerpen,NA,NA,1,flanders
145,2018,0,adult,01-08-2018_arendonk 2,fbb3baeb-c846-444c-926e-02445e328b78,13001,Arendonk,Antwerpen,arendonk 2,arendonk 2,2,flanders
146,2018,0,juvenile,01-08-2018_arendonk 2,fbb3baeb-c846-444c-926e-02445e328b78,13001,Arendonk,Antwerpen,arendonk 2,arendonk 2,2,flanders
147,2018,51,larvae,01-08-2018_arendonk 2,fbb3baeb-c846-444c-926e-02445e328b78,13001,Arendonk,Antwerpen,arendonk 2,arendonk 2,2,flanders
148,2018,1,adult,01-08-2018_nijlen c7,218F7793-178A-4C09-834F-971D8F585CFF,12021,Lier,Antwerpen,nijlen c7,nijlen c7,2,flanders
149,2018,0,juvenile,01-08-2018_nijlen c7,218F7793-178A-4C09-834F-971D8F585CFF,12021,Lier,Antwerpen,nijlen c7,nijlen c7,2,flanders
150,2018,0,larvae,01-08-2018_nijlen c7,218F7793-178A-4C09-834F-971D8F585CFF,12021,Lier,Antwerpen,nijlen c7,nijlen c7,2,flanders
151,2020,0,adult,01-08-2020_nijlen l9,f5fae4b8-8b29-46d6-9d83-8dcf2a965cb8,12021,Lier,Antwerpen,nijlen l9,nijlen l9,8,flanders
152,2020,0,juvenile,01-08-2020_nijlen l9,f5fae4b8-8b29-46d6-9d83-8dcf2a965cb8,12021,Lier,Antwerpen,nijlen l9,nijlen l9,8,flanders
153,2020,0,larvae,01-08-2020_nijlen l9,f5fae4b8-8b29-46d6-9d83-8dcf2a965cb8,12021,Lier,Antwerpen,nijlen l9,nijlen l9,8,flanders
154,2023,0,adult,01-08-2023_herselt 1,5AB89730-1687-4EC6-9E34-D6A23787BF75,13013,Herselt,Antwerpen,herselt 1,herselt 1,4,flanders
155,2023,0,juvenile,01-08-2023_herselt 1,5AB89730-1687-4EC6-9E34-D6A23787BF75,13013,Herselt,Antwerpen,herselt 1,herselt 1,4,flanders
156,2023,0,larvae,01-08-2023_herselt 1,5AB89730-1687-4EC6-9E34-D6A23787BF75,13013,Herselt,Antwerpen,herselt 1,herselt 1,4,flanders
157,2023,0,adult,01-08-2023_herselt 2,AAE5A83A-6590-4F17-AF25-0CAAC262AAB9,13013,Herselt,Antwerpen,herselt 2,herselt 2,4,flanders
158,2023,0,juvenile,01-08-2023_herselt 2,AAE5A83A-6590-4F17-AF25-0CAAC262AAB9,13013,Herselt,Antwerpen,herselt 2,herselt 2,4,flanders
159,2023,0,larvae,01-08-2023_herselt 2,AAE5A83A-6590-4F17-AF25-0CAAC262AAB9,13013,Herselt,Antwerpen,herselt 2,herselt 2,4,flanders
160,2023,0,adult,01-08-2023_herselt 8,3D6D580A-AB46-401F-8ABF-43001E535D3F,13013,Herselt,Antwerpen,herselt 8,herselt 8,28,flanders
